County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Albany,1970,1222,686,97,190,5,394,536,206,48,95,187
Albany,1971,1831,828,130,231,6,461,1003,204,111,271,417
Albany,1972,3028,1049,210,254,8,577,1979,284,297,539,859
Albany,1973,3568,1133,244,274,28,587,2435,369,497,667,902
Albany,1974,4244,1324,281,307,17,719,2920,434,618,884,984
Albany,1975,4167,1256,209,343,12,692,2911,399,461,975,1076
Albany,1976,4586,1430,201,431,26,772,3156,359,573,1008,1216
Albany,1977,4810,1337,122,403,45,767,3473,270,857,1132,1214
Albany,1978,5754,1481,85,431,58,907,4273,156,1536,1330,1251
Albany,1979,6525,1657,144,513,65,935,4868,223,1845,1416,1384
Albany,1980,6320,1510,99,506,79,826,4810,257,1666,1475,1412
Albany,1981,6436,1726,158,597,81,890,4710,221,1482,1500,1507
Albany,1982,6385,1676,178,640,122,736,4709,188,1788,1380,1353
Albany,1983,6279,1691,137,624,125,805,4588,156,1842,1356,1234
Albany,1984,5901,1687,150,585,115,837,4214,198,1596,1193,1227
Albany,1985,6224,1716,162,560,159,835,4508,191,1731,1342,1244
Albany,1986,6637,2014,171,717,144,982,4623,247,1477,1393,1506
Albany,1987,6907,1824,224,682,118,800,5083,298,1647,1623,1515
Albany,1988,7700,1956,326,681,137,812,5744,411,1643,1827,1863
Albany,1989,8724,2359,565,710,149,935,6365,397,1813,2068,2087
Albany,1990,9111,2326,370,745,157,1054,6785,252,1873,2232,2428
Albany,1991,9859,2710,598,813,140,1159,7149,584,1515,2273,2777
Albany,1992,10113,2761,590,836,181,1154,7352,760,1402,2449,2741
Albany,1993,10115,2887,756,845,148,1138,7228,788,1303,2243,2894
Albany,1994,9920,2950,727,869,132,1222,6970,871,1171,2291,2637
Albany,1995,10329,2970,741,854,144,1231,7359,1016,1097,2448,2798
Albany,1996,9815,2799,634,760,138,1267,7016,825,1070,2511,2610
Albany,1997,10292,3104,746,827,152,1379,7188,911,1164,2288,2825
Albany,1998,10192,2977,753,683,118,1423,7215,961,1197,2122,2935
Albany,1999,9176,2579,601,569,117,1292,6597,1055,1244,1826,2472
Albany,2000,9416,2773,513,605,138,1517,6643,903,1288,2007,2445
Albany,2001,9749,3048,649,754,115,1530,6701,905,1150,1980,2666
Albany,2002,9643,3303,681,779,127,1716,6340,544,1210,1803,2783
Albany,2003,9807,3210,772,674,93,1671,6597,571,1243,1795,2988
Albany,2004,9452,3164,758,650,111,1645,6288,558,1172,1792,2766
Albany,2005,10244,3230,767,700,151,1612,7014,779,1408,1964,2863
Albany,2006,11539,3548,870,729,149,1800,7991,1326,1532,1931,3202
Albany,2007,10556,3188,709,702,163,1614,7368,1177,1365,2004,2822
Albany,2008,9627,2945,511,654,134,1646,6682,857,1266,2137,2422
Albany,2009,9488,2929,565,682,156,1526,6559,891,1279,2056,2333
Albany,2010,9237,2866,512,614,176,1564,6371,800,1149,2209,2213
Albany,2011,8744,2714,460,597,152,1505,6030,822,1003,2140,2065
Albany,2012,8997,2811,531,589,157,1534,6186,1035,932,2028,2191
Albany,2013,8855,2675,527,578,138,1432,6180,1244,911,2008,2017
Albany,2014,8194,2772,579,577,135,1481,5422,879,953,1885,1705
Albany,2015,7815,2688,506,570,150,1462,5127,718,1169,1714,1526
Allegany,1970,84,53,3,4,0,46,31,14,0,5,12
Allegany,1971,236,82,27,2,3,50,154,14,27,63,50
Allegany,1972,440,94,6,17,2,69,346,26,100,104,116
Allegany,1973,443,104,20,11,5,68,339,24,120,89,106
Allegany,1974,579,143,23,14,6,100,436,41,144,103,148
Allegany,1975,551,136,18,10,0,108,415,43,134,125,113
Allegany,1976,456,137,12,17,1,107,319,27,57,104,131
Allegany,1977,410,116,9,16,1,90,294,12,73,115,94
Allegany,1978,377,90,0,10,2,78,287,4,90,85,108
Allegany,1979,547,100,3,18,3,76,447,3,104,171,169
Allegany,1980,573,99,7,20,4,68,474,10,146,142,176
Allegany,1981,590,103,5,20,11,67,487,5,147,144,191
Allegany,1982,594,100,0,18,16,66,494,4,120,149,221
Allegany,1983,686,161,4,17,26,114,525,12,143,182,188
Allegany,1984,604,124,3,39,14,68,480,9,183,126,162
Allegany,1985,565,117,6,27,4,80,448,5,144,146,153
Allegany,1986,636,169,7,34,7,121,467,2,171,125,169
Allegany,1987,665,123,4,34,22,63,542,10,169,172,191
Allegany,1988,792,166,1,43,24,98,626,3,203,179,241
Allegany,1989,907,201,28,61,21,91,706,10,240,184,272
Allegany,1990,877,212,3,55,26,128,665,6,195,200,264
Allegany,1991,979,218,3,53,37,125,761,5,183,229,344
Allegany,1992,913,217,8,65,17,127,696,7,192,202,295
Allegany,1993,997,219,12,59,27,121,778,7,229,209,333
Allegany,1994,1015,216,8,59,37,112,799,12,245,206,336
Allegany,1995,1161,232,17,60,35,120,929,8,246,220,455
Allegany,1996,1251,268,20,68,35,145,983,16,221,258,488
Allegany,1997,1155,208,22,58,26,102,947,11,217,231,488
Allegany,1998,1139,233,16,56,27,134,906,13,226,222,445
Allegany,1999,1077,217,19,67,24,107,860,23,193,185,459
Allegany,2000,1193,265,29,72,27,137,928,18,213,185,512
Allegany,2001,1130,237,12,53,32,140,893,22,244,185,442
Allegany,2002,1165,268,16,61,33,158,897,13,199,193,492
Allegany,2003,1079,269,23,64,34,148,810,11,208,143,448
Allegany,2004,1104,250,30,47,40,133,854,26,248,169,411
Allegany,2005,1086,253,21,76,30,126,833,29,264,163,377
Allegany,2006,1170,285,47,61,44,133,885,29,261,183,412
Allegany,2007,1213,286,49,57,54,126,927,27,233,181,486
Allegany,2008,1251,289,25,88,41,135,962,26,259,216,461
Allegany,2009,1253,337,49,54,55,179,916,25,231,189,471
Allegany,2010,1234,332,56,78,44,154,902,48,229,230,395
Allegany,2011,1157,314,57,59,32,166,843,35,184,239,385
Allegany,2012,1164,364,87,64,31,182,800,51,200,203,346
Allegany,2013,955,243,42,59,24,118,712,60,144,207,301
Allegany,2014,918,296,47,68,20,161,622,50,158,174,240
Allegany,2015,811,220,34,42,35,109,591,43,135,164,249
Bronx,1970,25113,16167,5123,4232,6,6806,8946,5228,476,1395,1847
Bronx,1971,26681,17667,3908,5057,7,8695,9014,3577,433,2334,2670
Bronx,1972,26648,16877,1904,6113,11,8849,9771,1664,614,3067,4426
Bronx,1973,23956,15633,1118,6437,4,8074,8323,1165,773,2645,3740
Bronx,1974,28934,18298,1279,7663,2,9354,10636,1490,1102,3800,4244
Bronx,1975,30080,19005,1388,8168,0,9449,11075,1619,1087,3757,4612
Bronx,1976,30937,20257,1801,7919,2,10535,10680,1551,759,3908,4462
Bronx,1977,27916,19232,1196,7072,5,10959,8684,1070,511,3569,3534
Bronx,1978,26361,17268,1124,7059,6,9079,9093,1338,476,3408,3871
Bronx,1979,26315,17073,1403,7066,5,8599,9242,1530,465,3450,3797
Bronx,1980,24960,16550,1493,6911,7,8139,8410,1240,469,3455,3246
Bronx,1981,26887,17478,2215,7395,2,7866,9409,1638,518,3735,3518
Bronx,1982,31842,18907,2509,8888,74,7436,12935,2547,805,3845,5738
Bronx,1983,33402,18887,2758,8970,42,7117,14515,3270,1220,4266,5759
Bronx,1984,36884,20388,3502,9025,9,7852,16496,4009,1584,4317,6586
Bronx,1985,38936,21125,4613,8987,1,7524,17811,4842,1345,4829,6795
Bronx,1986,43173,24774,6599,9647,11,8517,18399,4453,1214,5248,7484
Bronx,1987,47098,27470,10104,9189,9,8168,19628,5748,1306,5387,7187
Bronx,1988,49151,29848,10851,9991,13,8993,19303,7177,1093,4509,6524
Bronx,1989,50420,31544,11400,10578,28,9538,18876,7043,1230,4313,6290
Bronx,1990,47812,31439,11368,10370,10,9691,16373,5087,957,4609,5720
Bronx,1991,48840,31883,11656,11098,9,9120,16957,4737,951,4856,6413
Bronx,1992,48644,29897,10896,10656,2,8343,18747,5155,1041,5572,6979
Bronx,1993,51473,29525,10934,10745,7,7839,21948,5953,940,7886,7169
Bronx,1994,63482,33070,13041,11277,8,8744,30412,8714,1070,11416,9212
Bronx,1995,66894,31748,12554,10765,17,8412,35146,11626,1114,11820,10586
Bronx,1996,65046,30240,12982,9485,52,7721,34806,11124,858,13018,9806
Bronx,1997,68686,29110,11721,9536,46,7807,39576,12329,758,15663,10826
Bronx,1998,73844,30134,12799,9340,44,7951,43710,17984,611,14156,10959
Bronx,1999,66745,25698,10317,8145,32,7204,41047,19017,571,10377,11082
Bronx,2000,75929,25329,9480,8147,52,7650,50600,26423,457,11500,12220
Bronx,2001,64059,23927,8273,7842,71,7741,40132,17040,514,9625,12953
Bronx,2002,65273,22917,8099,7175,72,7571,42356,18529,508,10331,12988
Bronx,2003,66566,20657,7187,6805,76,6589,45909,18992,615,12301,14001
Bronx,2004,68170,20650,6887,6502,119,7142,47520,18255,1328,11185,16752
Bronx,2005,70929,20410,7468,6196,90,6656,50519,19307,995,12982,17235
Bronx,2006,74858,21088,8323,6113,160,6492,53770,20508,943,15217,17102
Bronx,2007,86473,23992,9662,6763,173,7394,62481,24970,1241,17757,18513
Bronx,2008,85199,22968,9386,6592,133,6857,62231,25109,1301,17786,18035
Bronx,2009,88402,22572,9047,6415,105,7005,65830,24483,1276,20156,19915
Bronx,2010,88487,21473,7699,6942,73,6759,67014,24044,1218,20674,21078
Bronx,2011,85099,20496,7138,6670,75,6613,64603,22834,1026,18825,21918
Bronx,2012,78761,19362,6601,6449,87,6225,59399,19462,1046,18737,20154
Bronx,2013,74772,19160,5947,6397,156,6660,55612,15614,1392,17917,20689
Bronx,2014,73978,19492,5235,6961,185,7111,54486,15446,1323,17283,20434
Bronx,2015,66281,18526,4448,6783,156,7139,47755,11663,929,16219,18944
Broome,1970,935,327,32,67,8,220,608,86,114,184,224
Broome,1971,1331,414,82,53,10,269,917,163,123,290,341
Broome,1972,1865,500,84,67,17,332,1365,260,169,419,517
Broome,1973,2169,500,77,96,17,310,1669,395,237,517,520
Broome,1974,2345,579,114,85,13,367,1766,351,242,611,562
Broome,1975,2385,672,131,121,24,396,1713,207,339,692,475
Broome,1976,2503,592,83,107,27,375,1911,210,363,768,570
Broome,1977,2417,609,62,107,34,406,1808,183,295,792,538
Broome,1978,2465,616,34,138,35,409,1849,62,343,858,586
Broome,1979,3121,746,31,169,58,488,2375,82,404,1087,802
Broome,1980,3229,693,43,158,51,441,2536,90,527,1096,823
Broome,1981,3124,690,48,139,54,449,2434,69,501,1152,712
Broome,1982,3077,700,45,238,72,345,2377,92,605,971,709
Broome,1983,2983,698,44,196,79,379,2285,60,578,931,716
Broome,1984,3494,806,57,253,97,399,2688,67,768,1018,835
Broome,1985,3546,822,46,231,83,462,2724,63,632,1035,994
Broome,1986,3874,835,87,240,74,434,3039,87,594,1302,1056
Broome,1987,3693,738,71,223,83,361,2955,186,471,1144,1154
Broome,1988,4254,920,130,234,109,447,3334,132,605,1356,1241
Broome,1989,4428,929,165,244,95,425,3499,244,571,1368,1316
Broome,1990,4633,1052,163,271,98,520,3581,209,545,1349,1478
Broome,1991,4894,1109,206,274,118,511,3785,174,598,1606,1407
Broome,1992,4946,1193,248,317,143,485,3753,259,759,1327,1408
Broome,1993,4947,1114,237,305,109,463,3833,280,651,1424,1478
Broome,1994,5247,1165,266,299,128,472,4082,388,628,1487,1579
Broome,1995,5687,1431,335,307,130,659,4256,409,553,1559,1735
Broome,1996,5739,1403,304,295,119,685,4336,273,638,1425,2000
Broome,1997,6057,1545,298,353,106,788,4512,194,686,1437,2195
Broome,1998,6071,1593,326,350,127,790,4478,214,697,1412,2155
Broome,1999,5933,1530,337,344,141,708,4403,224,703,1523,1953
Broome,2000,5706,1599,387,321,155,736,4107,262,624,1438,1783
Broome,2001,5978,1622,344,336,142,800,4356,238,581,1366,2171
Broome,2002,6122,1796,410,415,139,832,4326,221,583,1430,2092
Broome,2003,5650,1626,332,355,106,833,4024,208,505,1452,1859
Broome,2004,5508,1624,347,356,117,804,3884,241,587,1308,1748
Broome,2005,5407,1606,335,413,133,725,3801,260,565,1353,1623
Broome,2006,5602,1687,397,406,137,747,3915,298,575,1428,1614
Broome,2007,5597,1655,334,374,128,819,3942,309,606,1534,1493
Broome,2008,5630,1558,278,381,97,802,4072,308,582,1642,1540
Broome,2009,5557,1542,229,360,135,818,4015,329,609,1604,1473
Broome,2010,5401,1442,218,342,131,751,3959,330,586,1499,1544
Broome,2011,5670,1572,190,409,99,874,4098,362,510,1642,1584
Broome,2012,5536,1682,200,409,104,969,3854,381,464,1567,1442
Broome,2013,5765,1673,189,427,96,961,4092,518,476,1736,1362
Broome,2014,5558,1589,215,406,83,885,3969,542,458,1812,1157
Broome,2015,5164,1580,215,409,79,877,3584,571,337,1533,1143
Cattaraugus,1970,189,88,10,12,1,65,101,34,6,16,45
Cattaraugus,1971,572,118,14,18,5,81,454,119,105,115,115
Cattaraugus,1972,1006,152,55,14,13,70,854,135,288,202,229
Cattaraugus,1973,1489,157,22,17,6,112,1332,353,338,230,411
Cattaraugus,1974,1580,202,50,20,7,125,1378,370,360,211,437
Cattaraugus,1975,1426,231,45,33,11,142,1195,262,262,268,403
Cattaraugus,1976,1422,234,29,36,13,156,1188,222,218,329,419
Cattaraugus,1977,1175,182,16,27,13,126,993,103,241,326,323
Cattaraugus,1978,1247,214,11,22,25,156,1033,40,345,325,323
Cattaraugus,1979,1200,228,12,36,21,159,972,16,284,336,336
Cattaraugus,1980,1273,236,11,43,23,159,1037,33,298,401,305
Cattaraugus,1981,1271,269,10,68,31,160,1002,40,369,312,281
Cattaraugus,1982,1259,225,9,54,35,127,1034,40,413,289,292
Cattaraugus,1983,1230,235,18,50,46,121,995,19,389,324,263
Cattaraugus,1984,1288,198,11,41,44,102,1090,25,477,315,273
Cattaraugus,1985,1346,242,13,55,51,123,1104,17,461,314,312
Cattaraugus,1986,1496,291,12,62,66,151,1205,29,515,343,318
Cattaraugus,1987,1467,301,46,56,66,133,1166,13,507,339,307
Cattaraugus,1988,1530,260,12,59,66,123,1270,22,539,368,341
Cattaraugus,1989,1539,306,23,73,77,133,1233,38,487,328,380
Cattaraugus,1990,1719,324,19,78,77,150,1395,22,529,414,430
Cattaraugus,1991,1751,336,16,97,63,160,1415,30,510,422,453
Cattaraugus,1992,1396,248,22,49,56,121,1148,19,418,324,387
Cattaraugus,1993,1508,306,17,54,72,163,1202,16,404,351,431
Cattaraugus,1994,1814,369,37,92,66,174,1445,20,367,465,593
Cattaraugus,1995,1938,399,51,94,60,194,1539,29,419,458,633
Cattaraugus,1996,2023,353,38,81,57,177,1670,45,395,468,762
Cattaraugus,1997,2105,398,41,90,66,201,1707,45,373,491,798
Cattaraugus,1998,2043,412,35,78,73,226,1631,44,406,432,749
Cattaraugus,1999,1719,336,31,85,55,165,1383,60,361,328,634
Cattaraugus,2000,1764,341,38,86,50,167,1423,53,347,338,685
Cattaraugus,2001,1777,353,26,91,49,187,1424,43,338,379,664
Cattaraugus,2002,1782,373,21,102,52,198,1409,62,352,313,682
Cattaraugus,2003,1799,387,20,127,58,182,1412,63,351,331,667
Cattaraugus,2004,1934,457,50,115,73,219,1477,67,334,352,724
Cattaraugus,2005,2017,488,59,93,70,266,1529,76,376,378,699
Cattaraugus,2006,2194,510,76,123,64,247,1684,86,371,387,840
Cattaraugus,2007,2208,494,38,112,83,261,1714,105,417,405,787
Cattaraugus,2008,2183,553,55,116,77,305,1630,68,359,444,759
Cattaraugus,2009,1997,501,71,107,82,241,1496,76,359,404,657
Cattaraugus,2010,1950,482,45,124,84,229,1468,70,306,479,613
Cattaraugus,2011,2083,566,87,126,94,259,1517,68,351,481,617
Cattaraugus,2012,1997,542,65,144,67,266,1455,64,279,482,630
Cattaraugus,2013,2017,465,83,96,56,230,1552,130,263,570,589
Cattaraugus,2014,1868,569,107,125,66,271,1299,136,223,421,519
Cattaraugus,2015,1576,445,104,85,44,212,1131,78,276,352,425
Cayuga,1970,139,79,14,9,0,56,60,25,10,8,17
Cayuga,1971,326,102,18,17,0,67,224,59,49,42,74
Cayuga,1972,697,128,32,17,1,78,569,51,125,183,210
Cayuga,1973,774,156,52,34,5,65,618,68,190,158,202
Cayuga,1974,691,158,19,21,5,113,533,81,136,140,176
Cayuga,1975,758,184,16,35,3,130,574,60,160,160,194
Cayuga,1976,825,197,33,26,1,137,628,58,155,186,229
Cayuga,1977,870,198,14,46,3,135,672,36,162,219,255
Cayuga,1978,967,202,11,32,4,155,765,18,202,258,287
Cayuga,1979,1140,201,9,25,4,163,939,18,224,377,320
Cayuga,1980,1130,212,4,48,6,154,918,29,243,300,346
Cayuga,1981,1202,196,7,39,12,138,1006,23,267,359,357
Cayuga,1982,1297,221,19,44,16,142,1076,22,285,401,368
Cayuga,1983,1204,227,19,65,20,123,977,4,317,354,302
Cayuga,1984,1424,269,7,57,21,184,1155,25,372,415,343
Cayuga,1985,1467,295,17,64,27,187,1172,26,362,411,373
Cayuga,1986,1246,298,18,68,24,188,948,18,254,369,307
Cayuga,1987,1417,311,18,89,26,178,1106,24,268,440,374
Cayuga,1988,1542,371,46,105,12,208,1171,23,175,469,504
Cayuga,1989,1656,345,34,75,18,218,1311,30,233,538,510
Cayuga,1990,1599,304,27,98,27,152,1295,17,280,531,467
Cayuga,1991,1689,334,32,105,25,172,1355,20,310,538,487
Cayuga,1992,1774,399,46,102,22,229,1375,30,335,504,506
Cayuga,1993,1736,388,65,101,20,202,1348,36,259,525,528
Cayuga,1994,1654,362,43,120,29,170,1292,40,249,483,520
Cayuga,1995,1786,403,64,92,33,214,1383,67,293,482,541
Cayuga,1996,1960,374,65,97,19,193,1586,59,282,579,666
Cayuga,1997,1824,378,62,79,30,207,1446,51,290,494,611
Cayuga,1998,1931,426,62,128,24,212,1505,31,300,538,636
Cayuga,1999,1789,359,59,88,26,186,1430,30,254,493,653
Cayuga,2000,1748,372,40,100,22,210,1376,32,308,423,613
Cayuga,2001,1767,456,57,112,24,263,1311,31,226,422,632
Cayuga,2002,1646,455,60,102,22,271,1191,27,258,379,527
Cayuga,2003,1727,429,68,85,26,250,1298,36,264,403,595
Cayuga,2004,1880,521,118,98,31,274,1359,35,238,443,643
Cayuga,2005,1715,428,76,96,28,228,1287,29,240,398,620
Cayuga,2006,1517,458,62,119,30,247,1059,30,215,316,498
Cayuga,2007,1483,406,66,79,27,234,1077,51,162,378,486
Cayuga,2008,1509,484,69,125,35,255,1025,33,183,373,436
Cayuga,2009,1555,453,82,121,25,225,1102,53,193,398,458
Cayuga,2010,1587,431,78,69,37,247,1156,81,194,409,472
Cayuga,2011,1597,480,74,95,31,280,1117,65,185,406,461
Cayuga,2012,1780,561,89,106,31,335,1219,92,171,426,530
Cayuga,2013,1664,538,107,119,32,280,1126,103,172,355,496
Cayuga,2014,1588,484,83,68,24,309,1104,129,217,375,383
Cayuga,2015,1397,445,68,64,21,292,952,88,194,337,333
Chautauqua,1970,477,241,52,42,9,138,236,74,7,89,66
Chautauqua,1971,854,329,128,50,6,145,525,133,100,139,153
Chautauqua,1972,1603,383,118,53,24,188,1220,212,319,301,388
Chautauqua,1973,1846,399,142,60,21,176,1447,266,524,312,345
Chautauqua,1974,2159,517,241,47,28,201,1642,312,541,373,416
Chautauqua,1975,1868,359,90,55,27,187,1509,209,391,419,490
Chautauqua,1976,1751,420,82,69,29,240,1331,164,307,422,438
Chautauqua,1977,1570,346,38,77,23,208,1224,62,354,442,366
Chautauqua,1978,1799,345,17,62,48,218,1454,39,492,477,446
Chautauqua,1979,2027,424,37,89,77,221,1603,39,528,576,460
Chautauqua,1980,2087,411,38,75,40,258,1676,44,533,579,520
Chautauqua,1981,2144,399,26,113,45,215,1745,44,599,648,454
Chautauqua,1982,2092,386,11,101,72,202,1706,26,605,585,490
Chautauqua,1983,2082,389,39,88,71,191,1693,26,603,580,484
Chautauqua,1984,2393,418,12,123,72,211,1975,24,779,634,538
Chautauqua,1985,2384,428,22,110,65,231,1956,17,750,643,546
Chautauqua,1986,2578,492,7,121,82,282,2086,22,731,703,630
Chautauqua,1987,2632,470,11,117,100,242,2162,33,653,834,642
Chautauqua,1988,2895,455,39,119,100,197,2440,52,802,812,774
Chautauqua,1989,3233,549,61,141,100,247,2684,108,872,803,901
Chautauqua,1990,3595,615,48,159,105,303,2980,69,901,958,1052
Chautauqua,1991,3585,660,119,130,118,293,2925,66,863,910,1086
Chautauqua,1992,3347,660,103,153,116,288,2687,36,733,854,1064
Chautauqua,1993,3330,577,93,153,93,238,2753,76,752,823,1102
Chautauqua,1994,3476,675,119,186,97,273,2801,40,736,866,1159
Chautauqua,1995,3841,833,133,206,127,367,3008,59,695,902,1352
Chautauqua,1996,4034,823,135,188,117,383,3211,75,722,904,1510
Chautauqua,1997,4102,837,141,185,127,384,3265,73,767,857,1568
Chautauqua,1998,3919,826,173,177,118,358,3093,94,756,796,1447
Chautauqua,1999,3558,770,126,179,143,322,2788,91,631,737,1329
Chautauqua,2000,3608,773,104,164,127,378,2835,81,755,635,1364
Chautauqua,2001,3761,817,98,199,119,401,2944,97,757,678,1412
Chautauqua,2002,4070,808,148,184,123,353,3262,137,764,717,1644
Chautauqua,2003,3899,850,196,157,112,385,3049,136,657,723,1533
Chautauqua,2004,3810,931,210,196,129,396,2879,140,600,703,1436
Chautauqua,2005,3940,964,236,203,127,398,2976,154,671,670,1481
Chautauqua,2006,3730,1033,222,204,118,489,2697,156,639,591,1311
Chautauqua,2007,3738,1037,202,208,137,490,2701,136,576,632,1357
Chautauqua,2008,3948,1007,214,204,128,461,2941,156,723,712,1350
Chautauqua,2009,3881,919,171,202,130,416,2962,154,689,727,1392
Chautauqua,2010,3792,924,170,224,104,426,2868,187,625,749,1307
Chautauqua,2011,3768,911,130,196,106,479,2857,187,601,767,1302
Chautauqua,2012,3626,960,191,229,101,439,2666,206,559,742,1159
Chautauqua,2013,3530,875,178,199,86,412,2655,224,547,787,1097
Chautauqua,2014,3468,951,202,175,73,501,2517,238,527,775,977
Chautauqua,2015,3395,928,181,203,83,461,2467,249,494,800,924
Chemung,1970,236,145,30,21,5,89,91,36,2,22,31
Chemung,1971,479,216,56,44,5,111,263,40,39,83,101
Chemung,1972,792,201,60,34,1,106,591,71,138,200,182
Chemung,1973,1058,280,66,60,8,146,778,155,135,226,262
Chemung,1974,1106,312,82,35,1,194,794,182,98,297,217
Chemung,1975,1195,311,50,64,7,190,884,88,137,398,261
Chemung,1976,1263,261,48,67,5,141,1002,64,230,414,294
Chemung,1977,1205,343,33,65,10,235,862,34,160,416,252
Chemung,1978,1130,272,9,70,13,180,858,19,175,420,244
Chemung,1979,1487,394,11,97,18,268,1093,18,238,533,304
Chemung,1980,1545,382,19,85,12,266,1163,6,282,543,332
Chemung,1981,1588,389,16,102,21,250,1199,16,274,588,321
Chemung,1982,1728,415,25,127,57,206,1313,11,356,569,377
Chemung,1983,1721,384,18,109,40,217,1337,13,361,625,338
Chemung,1984,1699,376,5,116,31,224,1323,4,300,651,368
Chemung,1985,1786,415,6,97,43,269,1371,7,265,715,384
Chemung,1986,1722,385,10,116,52,207,1337,7,265,655,410
Chemung,1987,1843,343,13,109,50,171,1500,9,281,723,487
Chemung,1988,2004,415,23,107,48,237,1589,21,273,741,554
Chemung,1989,2278,421,45,103,42,231,1857,15,285,824,733
Chemung,1990,2391,458,45,110,55,248,1933,25,322,817,769
Chemung,1991,2435,519,58,136,73,252,1916,38,332,803,743
Chemung,1992,2294,483,93,89,73,228,1811,29,369,670,743
Chemung,1993,2109,407,72,77,67,191,1702,38,392,589,683
Chemung,1994,2265,427,76,96,53,202,1838,39,373,707,719
Chemung,1995,2287,480,100,106,102,172,1807,66,394,542,805
Chemung,1996,2713,526,102,128,91,205,2187,66,445,645,1031
Chemung,1997,2727,533,79,120,101,233,2194,52,389,671,1082
Chemung,1998,2722,590,105,113,117,255,2132,56,409,623,1044
Chemung,1999,2600,544,89,102,100,253,2056,95,349,643,969
Chemung,2000,2689,635,104,138,111,282,2054,95,432,555,972
Chemung,2001,2458,534,56,132,69,277,1924,91,358,597,878
Chemung,2002,2499,567,78,143,76,270,1932,123,311,577,921
Chemung,2003,2464,564,59,139,62,304,1900,122,318,606,854
Chemung,2004,2742,624,112,130,84,298,2118,135,385,672,926
Chemung,2005,2564,646,116,143,84,303,1918,159,385,589,785
Chemung,2006,2394,630,88,140,80,322,1764,134,357,589,684
Chemung,2007,2401,586,65,127,93,301,1815,155,372,567,721
Chemung,2008,2401,610,74,141,95,300,1791,98,345,629,719
Chemung,2009,2448,564,89,119,82,274,1884,113,413,663,695
Chemung,2010,2209,556,84,112,86,274,1653,119,334,568,632
Chemung,2011,2329,531,63,104,72,292,1798,133,312,688,665
Chemung,2012,2755,595,87,146,73,289,2160,188,350,827,795
Chemung,2013,2631,571,113,127,66,265,2060,219,349,834,658
Chemung,2014,2345,552,106,93,64,289,1793,237,306,659,591
Chemung,2015,1999,505,96,86,48,275,1494,210,213,575,496
Chenango,1970,104,64,2,4,3,55,40,13,4,8,15
Chenango,1971,238,60,7,2,3,48,178,10,33,52,83
Chenango,1972,346,63,6,5,1,51,283,16,91,72,104
Chenango,1973,465,82,27,7,1,47,383,47,118,97,121
Chenango,1974,556,112,24,8,4,76,444,62,113,127,142
Chenango,1975,516,150,26,8,2,114,366,28,105,107,126
Chenango,1976,583,172,35,15,3,119,411,44,95,161,111
Chenango,1977,605,136,8,10,13,105,469,29,110,207,123
Chenango,1978,611,105,5,8,7,85,506,8,158,183,157
Chenango,1979,824,149,3,19,13,114,675,10,195,234,236
Chenango,1980,919,147,9,27,23,88,772,18,227,262,265
Chenango,1981,788,164,7,32,16,109,624,14,174,229,207
Chenango,1982,878,149,3,39,15,92,729,10,194,287,238
Chenango,1983,945,140,10,38,21,71,805,8,304,247,246
Chenango,1984,1100,174,10,44,19,101,926,6,350,253,317
Chenango,1985,1076,155,2,46,24,83,921,21,343,273,284
Chenango,1986,980,140,6,28,23,83,840,16,344,221,259
Chenango,1987,1052,141,8,27,22,84,911,6,340,265,300
Chenango,1988,1082,155,2,47,34,72,927,11,327,251,338
Chenango,1989,1139,142,4,33,30,75,997,13,288,257,439
Chenango,1990,1211,196,8,33,40,115,1015,8,282,269,456
Chenango,1991,1150,154,2,27,24,101,996,5,274,275,442
Chenango,1992,1203,236,16,44,39,137,967,19,256,304,388
Chenango,1993,1112,158,5,40,27,86,954,11,258,241,444
Chenango,1994,1175,224,7,42,31,144,951,13,229,274,435
Chenango,1995,1040,179,3,37,24,115,861,7,159,249,446
Chenango,1996,1204,242,14,49,25,154,962,5,197,236,524
Chenango,1997,1167,212,9,39,26,138,955,7,188,283,477
Chenango,1998,1109,216,8,44,30,134,893,20,208,202,463
Chenango,1999,1110,245,7,60,30,148,865,13,175,230,447
Chenango,2000,1126,270,11,60,31,168,856,24,182,182,468
Chenango,2001,1057,232,10,52,34,136,825,12,184,237,392
Chenango,2002,1238,264,8,70,24,162,974,21,228,237,488
Chenango,2003,1209,288,21,60,23,184,921,32,237,260,392
Chenango,2004,1210,295,19,59,31,186,915,37,242,219,417
Chenango,2005,1102,256,15,64,35,142,846,18,234,204,390
Chenango,2006,1188,283,13,57,37,176,905,39,239,249,378
Chenango,2007,1114,234,17,48,31,138,880,30,216,254,380
Chenango,2008,1055,209,14,37,22,136,846,38,203,232,373
Chenango,2009,1167,266,43,48,26,149,901,43,213,261,384
Chenango,2010,1105,285,25,47,34,179,820,54,182,234,350
Chenango,2011,1132,331,22,72,35,202,801,63,176,244,318
Chenango,2012,1177,268,22,43,27,176,909,87,151,344,327
Chenango,2013,1047,255,33,47,35,140,792,89,142,284,277
Chenango,2014,988,266,50,51,18,147,722,86,100,266,270
Chenango,2015,803,250,52,38,17,143,553,58,104,188,203
